stack_id,primary_role,stack_name,required_skills,preferred_skills,stack_popularity_score,stack_level,typical_experience_years,industry_sector
3018,Salesforce Developer,Vue.js Ecosystem,Vite|Vue 3,Vuetify|Nuxt.js|Cypress,0.83,Beginner,12,Fintech
3019,Backend Developer,NLP Pipeline,spaCy|Hugging Face Transformers,Pandas|FAISS,0.64,Advanced,5,SaaS
3020,Mobile Developer,GCP Data Platform,Pub/Sub|GCS,Cloud Run,0.21,Advanced,5,Retail
3021,ML Engineer,Business Intelligence,Power BI|SQL,Looker|Tableau,0.34,Advanced,9,Consulting
3022,Cloud Architect,MERN Stack,Node.js|MongoDB|React|Express.js,Jest,0.89,Advanced,0,Aerospace
3023,Mobile Developer,Flask Microservices,Flask|Python,Kubernetes|Pytest|Docker,0.63,Advanced,10,IT
3024,Angular Developer,Cybersecurity Stack,Python|Nmap|Metasploit|Wireshark,Kali Linux|OWASP ZAP,0.63,Intermediate,8,IT
3025,React Developer,ML Engineering Stack,TensorFlow|Python|Scikit-learn,Docker,0.86,Advanced,3,Media
3026,API Developer,Svelte Modern,TypeScript|Tailwind CSS|Svelte,Playwright|Vitest|Supabase,0.18,Intermediate,1,Telecom
3027,AI Engineer,Vue.js Ecosystem,Pinia|Vite|TypeScript,Vuetify|Nuxt.js,0.74,Intermediate,9,Gaming
3028,Angular Developer,NLP Pipeline,Python|spaCy,Pandas|SentenceTransformers|FastAPI,0.98,Advanced,2,Gaming
3029,Security Engineer,ML Engineering Stack,TensorFlow|Python|Pandas,Docker|MLflow,0.56,Intermediate,0,E-commerce
3030,Mobile Developer,Next.js Full Stack,Next.js|React,Tailwind CSS,0.16,Advanced,9,Government
3031,Analytics Engineer,Computer Vision Stack,OpenCV|TensorFlow|Python|YOLO,PyTorch|MediaPipe,0.25,Advanced,9,Biotech
3032,Python Developer,SAP Enterprise,SAP S/4HANA|SAP HANA|ABAP|Fiori,OData,0.45,Intermediate,12,Fintech
3033,Principal Engineer,ETL Data Pipeline,PostgreSQL|Airflow,Docker|dbt|Great Expectations,0.81,Intermediate,3,Healthcare
3034,Database Administrator,Shopify E-commerce,HTML/CSS|Shopify CLI,React|Theme Kit,0.66,Advanced,11,Cybersecurity
3035,Analytics Engineer,Game Development Unity,Blender|C#|Visual Studio,Addressables|Photon,0.22,Advanced,10,Manufacturing
3036,Vue.js Developer,LAMP Stack,MySQL|Apache|PHP|Linux,Symfony|Laravel|Composer,0.39,Beginner,6,Logistics
3037,Angular Developer,ETL Data Pipeline,Python|PostgreSQL|Apache Kafka|Airflow,Docker,0.78,Beginner,8,Fintech
3038,Cloud Architect,LAMP Stack,PHP|Apache,PHPUnit|Composer,0.25,Advanced,4,Automotive
3039,AI Engineer,Flask Microservices,SQLAlchemy|Python,Docker|RabbitMQ|Pytest,0.73,Advanced,0,Government
3040,ML Engineer,ML Engineering Stack,Scikit-learn|Python|Pandas,Docker|NumPy,0.33,Intermediate,7,IT
3041,DevOps Engineer,Shopify E-commerce,Shopify CLI|JavaScript|HTML/CSS|Liquid,Theme Kit,0.49,Beginner,9,EdTech
3042,React Developer,Next.js Full Stack,Prisma|TypeScript,NextAuth|tRPC,0.67,Intermediate,7,Cybersecurity
3043,IoT Developer,IoT Platform,Python|AWS IoT,Node-RED,0.48,Intermediate,10,Telecom
3044,Rust Developer,Next.js Full Stack,Next.js|TypeScript,NextAuth|Tailwind CSS|tRPC,0.75,Beginner,10,Biotech
3045,Angular Developer,PyTorch Deep Learning,NumPy|Python|PyTorch|CUDA,ONNX|TensorBoard,0.29,Intermediate,9,Fintech
3046,ML Engineer,Azure Enterprise,Cosmos DB|Azure DevOps,Logic Apps|Application Insights,0.32,Beginner,8,Energy
3047,Software Engineer,MERN Stack,Node.js|MongoDB,Jest,0.54,Beginner,11,E-commerce
3048,Automation Engineer,Business Intelligence,Power BI|Python|SQL,Looker|Tableau|DAX,0.66,Intermediate,11,Healthcare
3049,Build Engineer,Flutter Cross-Platform,Firebase|Flutter|REST APIs|Dart,Hive,0.89,Intermediate,12,IT
3050,Staff Engineer,DevOps Automation,Docker|Terraform|Jenkins|Kubernetes,ArgoCD|Ansible|Grafana,0.77,Intermediate,1,Energy
3051,Blockchain Developer,Vue.js Ecosystem,Vite|Vue 3,Vuetify,0.35,Advanced,5,Energy
3052,Analytics Engineer,Computer Vision Stack,OpenCV|Python|TensorFlow|YOLO,ONNX|PyTorch,0.69,Intermediate,11,Retail
3053,Game Developer,Django Full Stack,Django|PostgreSQL|HTML/CSS,Django REST Framework|Celery|Docker,0.95,Intermediate,1,Media
3054,CTO,Vue.js Ecosystem,Vite|TypeScript|Pinia,Vuetify|Nuxt.js,0.28,Beginner,6,Consulting
3055,ML Engineer,Rust Systems,PostgreSQL|Rust|Tokio,Cargo|SQLx|Serde,0.58,Advanced,0,Automotive
3056,Senior Software Engineer,Business Intelligence,SQL|Python|Excel|Power BI,Looker|Tableau|Alteryx,0.28,Advanced,7,Manufacturing
3057,Principal Engineer,SAP Enterprise,SAP HANA|Fiori|ABAP|SAP S/4HANA,OData|BTP,0.86,Beginner,7,Cybersecurity
3058,Backend Developer,MERN Stack,MongoDB|React|Node.js,Jest|Mongoose|TypeScript,0.81,Intermediate,9,Government
3059,API Developer,PyTorch Deep Learning,Python|CUDA,Hugging Face,0.77,Beginner,6,Fintech
3060,Principal Engineer,Data Engineering Pipeline,Airflow|Apache Spark|AWS S3,Kafka,0.23,Beginner,1,E-commerce
3061,Frontend Developer,NLP Pipeline,NLTK|Hugging Face Transformers|Python|spaCy,SentenceTransformers|FAISS,0.65,Intermediate,1,Energy
3062,Systems Programmer,Frontend React Modern,TypeScript|Vite|React,Vitest|Storybook,0.96,Advanced,4,Media
3063,Blockchain Developer,PyTorch Deep Learning,NumPy|CUDA|Python|PyTorch,Hugging Face|ONNX,0.11,Beginner,4,Manufacturing
3064,Vue.js Developer,Azure Enterprise,Cosmos DB|Azure DevOps|Azure Functions|AKS,Azure AD|Application Insights|Service Bus,0.66,Beginner,4,Media
3065,CTO,Rust Systems,Rust|PostgreSQL|Actix-web,Serde|Cargo,0.85,Advanced,5,Consulting
3066,Angular Developer,NLP Pipeline,NLTK|Python|spaCy|Hugging Face Transformers,SentenceTransformers|FastAPI,0.91,Intermediate,1,Telecom
3067,ML Engineer,Data Engineering Pipeline,AWS S3|Python,Delta Lake|dbt,0.92,Beginner,12,Retail
3068,Python Developer,Cybersecurity Stack,Nmap|Python,Burp Suite|Splunk,0.99,Beginner,5,Retail
3069,Data Analyst,ASP.NET Core Stack,C#|Entity Framework|.NET Core,Blazor,0.98,Beginner,3,Telecom
3070,Angular Developer,Game Development Unity,Unity|Blender|Visual Studio|C#,Photon,0.89,Advanced,12,Telecom
3071,Embedded Systems Engineer,Unreal Engine Stack,Visual Studio|C++|Unreal Engine|Blueprints,Perforce|FMOD,0.51,Advanced,7,Biotech
3072,API Developer,WordPress CMS Stack,WordPress|PHP|HTML/CSS,WooCommerce,0.74,Advanced,1,E-commerce
3073,SRE Engineer,MERN Stack,Node.js|Express.js|React|MongoDB,Redux|TypeScript,0.79,Beginner,0,Fintech
3074,Software Engineer,MERN Stack,Node.js|React,Jest|TypeScript|Redux,0.24,Intermediate,2,IT
3075,NLP Engineer,Azure Enterprise,Cosmos DB|AKS,Azure AD|Service Bus,0.57,Intermediate,8,Telecom
3076,Embedded Systems Engineer,Django Full Stack,Django|HTML/CSS,Celery|Docker,0.12,Advanced,3,EdTech
3077,DevOps Engineer,Django Full Stack,PostgreSQL|HTML/CSS,Docker|Celery|Django REST Framework,0.89,Beginner,2,Gaming
3078,Backend Developer,SAP Enterprise,Fiori|SAP S/4HANA|SAP HANA,CDS Views|OData,0.21,Beginner,11,EdTech
3079,Data Analyst,MEAN Stack,Node.js|Express.js|Angular|MongoDB,NgRx|TypeScript|RxJS,0.73,Intermediate,8,Cybersecurity
3080,QA Engineer,Flutter Cross-Platform,Dart|REST APIs,Integration Tests|Hive|BLoC Pattern,0.6,Beginner,9,Automotive
3081,Systems Programmer,ETL Data Pipeline,Airflow|Apache Kafka,AWS Redshift,0.66,Beginner,7,Media
3082,IoT Developer,Django Full Stack,HTML/CSS|Django,Redis|Celery,0.13,Advanced,1,Cybersecurity
3083,Technical Lead,IoT Platform,Raspberry Pi|MQTT,Docker,0.38,Beginner,10,Biotech
3084,WordPress Developer,Go Microservices,Go|Docker|PostgreSQL|gRPC,Prometheus,0.12,Advanced,10,E-commerce
3085,SAP Consultant,SAP Enterprise,ABAP|Fiori|SAP HANA,BTP|CDS Views,0.4,Intermediate,0,Logistics
3086,Rust Developer,Business Intelligence,Python|SQL|Excel|Power BI,DAX,0.62,Beginner,4,Healthcare
3087,Backend Developer,WordPress CMS Stack,MySQL|HTML/CSS,ACF,0.74,Intermediate,6,Fintech
3088,Data Engineer,Django Full Stack,HTML/CSS|Python|Django|PostgreSQL,Celery,0.43,Intermediate,3,Aerospace
3089,Systems Programmer,ML Engineering Stack,Scikit-learn|TensorFlow|Python|Pandas,Docker,0.19,Intermediate,7,Aerospace
3090,Principal Engineer,PyTorch Deep Learning,PyTorch|CUDA|NumPy|Python,ONNX|Hugging Face,0.81,Advanced,3,Media
3091,Go Developer,MEAN Stack,Angular|Node.js|Express.js,TypeScript,0.62,Beginner,7,Automotive
3092,Java Developer,DevOps Automation,Kubernetes|Terraform,Prometheus|Grafana,0.1,Beginner,2,E-commerce
3093,AI Engineer,iOS Native,Xcode|Core Data,Combine,0.67,Advanced,11,EdTech
3094,BI Analyst,ETL Data Pipeline,Airflow|Python|PostgreSQL|Apache Kafka,dbt,0.42,Beginner,6,E-commerce
3095,Embedded Systems Engineer,MEAN Stack,Angular|MongoDB|Node.js|Express.js,Jasmine|TypeScript|NgRx,0.27,Beginner,3,Logistics
3096,Vue.js Developer,Rust Systems,PostgreSQL|Tokio,Cargo,0.37,Beginner,7,Logistics
3097,Database Administrator,Vue.js Ecosystem,Vite|Vue 3|Pinia|TypeScript,Vitest|Cypress|Nuxt.js,0.64,Intermediate,11,Aerospace
3098,Performance Engineer,Data Engineering Pipeline,Apache Spark|Airflow|Python|AWS S3,Kafka|dbt|Snowflake,0.15,Advanced,1,Manufacturing
3099,API Developer,GCP Data Platform,Pub/Sub|GCS|BigQuery,Cloud Run|Composer|Dataflow,0.87,Beginner,4,E-commerce
3100,Platform Engineer,LAMP Stack,Apache|Linux,Symfony|Composer,0.36,Beginner,1,Gaming
3101,ETL Developer,SAP Enterprise,SAP S/4HANA|SAP HANA,OData|BTP|RAP,0.75,Advanced,3,Cybersecurity
3102,Performance Engineer,DevOps Automation,Docker|Jenkins|Kubernetes|Terraform,Ansible|Prometheus,0.57,Intermediate,2,Energy
3103,Release Engineer,NLP Pipeline,Python|NLTK,SentenceTransformers,0.41,Intermediate,4,IT
3104,Build Engineer,Svelte Modern,TypeScript|SvelteKit|Tailwind CSS,Vitest,0.18,Intermediate,1,Manufacturing
3105,AI Engineer,AWS Cloud Native,API Gateway|S3|AWS Lambda,SQS|CloudFormation,0.57,Beginner,3,Manufacturing
3106,AI Engineer,Computer Vision Stack,OpenCV|Python|TensorFlow,Albumentations|MediaPipe|ONNX,0.93,Advanced,0,Government
3107,Rust Developer,Android Native,Android Studio|Room|Kotlin,Retrofit,0.55,Intermediate,2,E-commerce
3108,Shopify Developer,ETL Data Pipeline,Apache Kafka|Airflow|Python,Docker|Great Expectations|dbt,0.34,Advanced,8,Manufacturing
3109,Shopify Developer,Azure Enterprise,Cosmos DB|AKS,Logic Apps,0.15,Beginner,12,Automotive
3110,Build Engineer,iOS Native,UIKit|Xcode|Swift,ARKit|Combine,0.29,Intermediate,1,IT
3111,Salesforce Developer,Svelte Modern,TypeScript|Tailwind CSS|SvelteKit,Prisma,0.3,Intermediate,7,Fintech
3112,Software Engineer,WordPress CMS Stack,HTML/CSS|WordPress|MySQL,JavaScript|WooCommerce,0.38,Advanced,11,Government
3113,IoT Developer,React Native Mobile,Expo|React Native,TypeScript|Firebase,0.39,Beginner,2,Cybersecurity
3114,Solutions Architect,GCP Data Platform,Cloud Functions|BigQuery|Pub/Sub,Vertex AI,0.71,Beginner,0,EdTech
3115,IoT Developer,MERN Stack,Node.js|Express.js|React,Jest|TypeScript|Mongoose,0.57,Advanced,3,Aerospace
3116,Staff Engineer,NLP Pipeline,Hugging Face Transformers|spaCy|NLTK,Pandas|FastAPI|SentenceTransformers,0.46,Advanced,9,Gaming
3117,QA Engineer,Go Microservices,gRPC|Docker|PostgreSQL|Go,Kubernetes,0.96,Advanced,7,Manufacturing
3118,Go Developer,Go Microservices,PostgreSQL|Go|gRPC,Redis|Kubernetes|Prometheus,0.95,Advanced,9,Fintech
3119,Embedded Systems Engineer,Next.js Full Stack,Next.js|Prisma,NextAuth|tRPC,0.97,Beginner,9,EdTech
3120,ETL Developer,Game Development Unity,C#|Visual Studio|Blender|Unity,Addressables,0.59,Advanced,4,Cybersecurity
3121,AI Engineer,Unreal Engine Stack,Unreal Engine|C++|Blueprints,Substance Painter|FMOD|Perforce,0.66,Intermediate,8,Gaming
3122,Game Developer,Android Native,Android Studio|Kotlin|Room|Jetpack Compose,Dagger/Hilt,0.77,Beginner,3,Biotech
3123,DevOps Engineer,Blockchain Development,Web3.js|Solidity|Ethereum|Hardhat,IPFS,0.17,Advanced,0,Gaming
3124,CTO,Embedded Systems,C++|ARM|RTOS,MQTT,0.94,Advanced,4,Government
3125,Analytics Engineer,Go Microservices,Go|gRPC,Redis|Testify,0.78,Beginner,8,Aerospace
3126,AI Engineer,MERN Stack,MongoDB|Node.js,Mongoose,0.18,Intermediate,0,Manufacturing
3127,IoT Developer,Cybersecurity Stack,Nmap|Wireshark|Metasploit|Python,Splunk|OWASP ZAP|Kali Linux,0.28,Advanced,3,Government
3128,Database Administrator,NLP Pipeline,Python|NLTK,FastAPI|FAISS,0.12,Beginner,1,Finance
3129,WordPress Developer,Unreal Engine Stack,Visual Studio|C++|Unreal Engine,Houdini,0.47,Beginner,4,Aerospace
3130,CTO,Spring Boot Enterprise,Maven|Spring Boot,Hibernate|JUnit,0.78,Beginner,9,Biotech
3131,SAP Consultant,ML Engineering Stack,TensorFlow|Scikit-learn|Python,MLflow,0.58,Intermediate,5,Aerospace
3132,Build Engineer,Rust Systems,Rust|PostgreSQL|Tokio,Docker|Cargo,0.51,Beginner,2,Retail
3133,Database Administrator,MEAN Stack,Node.js|MongoDB|Angular|Express.js,RxJS,0.28,Intermediate,1,Finance
3134,Software Engineer,Spring Boot Enterprise,Spring Boot|Java,Docker,0.41,Advanced,10,EdTech
3135,Software Engineer,Blockchain Development,Solidity|Hardhat|Ethereum|Web3.js,Ganache,0.81,Advanced,12,Aerospace
3136,Security Engineer,Spring Boot Enterprise,Maven|Java|Spring Boot|PostgreSQL,Docker|Kafka|JUnit,0.45,Beginner,11,Media
3137,Product Engineer,Embedded Systems,C++|C|RTOS|ARM,MQTT|GPIO|JTAG,0.47,Advanced,5,SaaS
3138,Data Scientist,ETL Data Pipeline,Apache Kafka|Python|Airflow|PostgreSQL,Docker,0.65,Beginner,7,Logistics
3139,SAP Consultant,Rust Systems,Rust|Actix-web,Serde|Cargo|Docker,0.79,Advanced,5,Cybersecurity
3140,Platform Engineer,IoT Platform,AWS IoT|Raspberry Pi|MQTT,InfluxDB|Docker|Grafana,0.58,Beginner,11,Retail
3141,Senior Software Engineer,Frontend React Modern,Vite|TypeScript|Tailwind CSS|React,Storybook,0.99,Advanced,10,Aerospace
3142,Embedded Systems Engineer,ETL Data Pipeline,Airflow|PostgreSQL|Apache Kafka,dbt|AWS Redshift|Docker,0.93,Advanced,1,Retail
3143,NLP Engineer,Azure Enterprise,AKS|Cosmos DB,Azure AD,0.23,Beginner,5,Logistics
3144,IoT Developer,Computer Vision Stack,TensorFlow|YOLO|OpenCV,PyTorch|Albumentations|ONNX,0.22,Beginner,11,Government
3145,Database Administrator,Computer Vision Stack,OpenCV|YOLO|TensorFlow|Python,ONNX|PyTorch,0.23,Beginner,9,Healthcare
3146,Technical Lead,Unreal Engine Stack,Unreal Engine|Visual Studio|C++|Blueprints,Perforce|Substance Painter|Houdini,0.73,Intermediate,10,Energy
3147,Technical Lead,QA Automation,Python|Selenium,Playwright,0.54,Beginner,6,Telecom
3148,Cloud Architect,DevOps Automation,Docker|Jenkins|Kubernetes|Terraform,Ansible,0.79,Beginner,11,EdTech
3149,API Developer,Game Development Unity,Unity|C#,DOTween|Photon,0.37,Advanced,10,E-commerce
3150,Automation Engineer,QA Automation,Python|Jenkins|Selenium|TestNG,Playwright,0.92,Beginner,9,Telecom
3151,Go Developer,Business Intelligence,Power BI|Excel|Python,Tableau|DAX,0.23,Intermediate,2,Automotive
3152,Analytics Engineer,iOS Native,Xcode|UIKit|Swift|Core Data,ARKit|SwiftUI,0.45,Beginner,3,Retail
3153,Staff Engineer,QA Automation,Python|Selenium,Cypress|Docker|Allure,0.68,Beginner,10,Cybersecurity
3154,Principal Engineer,MEAN Stack,Express.js|MongoDB|Node.js|Angular,TypeScript|NgRx,0.45,Beginner,3,Energy
3155,Analytics Engineer,PyTorch Deep Learning,Python|CUDA,ONNX|Hugging Face|TensorBoard,0.69,Advanced,7,Media
3156,Backend Developer,Spring Boot Enterprise,PostgreSQL|Java|Maven|Spring Boot,JUnit|Hibernate|Kafka,0.96,Intermediate,7,Healthcare
3157,Angular Developer,NLP Pipeline,spaCy|Hugging Face Transformers,Pandas,0.77,Beginner,9,IT
3158,Staff Engineer,Computer Vision Stack,OpenCV|YOLO,Albumentations|MediaPipe,0.64,Advanced,1,Telecom
3159,React Developer,NLP Pipeline,Hugging Face Transformers|NLTK,FAISS,0.22,Advanced,6,Media
3160,BI Analyst,LAMP Stack,Linux|PHP|MySQL|Apache,Composer|PHPUnit|Laravel,0.45,Intermediate,9,Finance
3161,Security Engineer,Computer Vision Stack,Python|YOLO|OpenCV|TensorFlow,PyTorch|Albumentations|ONNX,0.47,Advanced,0,Gaming
3162,ETL Developer,MEAN Stack,Angular|Express.js|MongoDB,RxJS,0.92,Intermediate,7,EdTech
3163,Release Engineer,Go Microservices,gRPC|Go|Docker,Testify,0.59,Advanced,7,Manufacturing
3164,Angular Developer,iOS Native,Core Data|Xcode|Swift,XCTest|Combine|ARKit,0.15,Intermediate,3,Aerospace
3165,Salesforce Developer,Flutter Cross-Platform,Flutter|Firebase,Provider|BLoC Pattern|Integration Tests,0.55,Beginner,11,Manufacturing
3166,Database Administrator,Shopify E-commerce,HTML/CSS|Liquid|JavaScript|Shopify CLI,GraphQL|React|Node.js,0.55,Intermediate,3,Media
3167,Python Developer,Android Native,Android Studio|Jetpack Compose|Room,Dagger/Hilt|Retrofit,0.71,Advanced,0,Media
3168,Automation Engineer,Computer Vision Stack,Python|YOLO|OpenCV|TensorFlow,PyTorch,0.66,Advanced,0,Telecom
3169,SAP Consultant,ASP.NET Core Stack,C#|Entity Framework,Blazor|Azure|xUnit,0.82,Advanced,11,Manufacturing
3170,CTO,Android Native,Room|Jetpack Compose|Kotlin,Coroutines|Dagger/Hilt,0.42,Beginner,0,Media
3171,API Developer,Shopify E-commerce,HTML/CSS|JavaScript,Node.js,0.76,Beginner,9,Manufacturing
3172,Game Developer,DevOps Automation,Terraform|Kubernetes,Prometheus|Grafana,0.59,Beginner,9,Energy
3173,Technical Lead,Frontend React Modern,Vite|TypeScript|Tailwind CSS|React,Vitest,0.71,Intermediate,6,SaaS
3174,Build Engineer,React Native Mobile,React Native|Expo|Redux,Jest|Detox|Firebase,0.85,Advanced,4,E-commerce
3175,Systems Programmer,Embedded Systems,ARM|C,GPIO|FreeRTOS|JTAG,0.11,Advanced,8,Fintech
3176,IoT Developer,PyTorch Deep Learning,CUDA|Python,Weights & Biases|ONNX|TensorBoard,0.23,Beginner,10,EdTech
3177,Release Engineer,Shopify E-commerce,Liquid|JavaScript|Shopify CLI|HTML/CSS,GraphQL|Node.js|React,0.26,Intermediate,3,Automotive
3178,Python Developer,GraphQL API,GraphQL|Apollo Server|Node.js,DataLoader|Jest|Prisma,0.49,Intermediate,1,Consulting
3179,Technical Lead,React Native Mobile,JavaScript|React Native|Expo|Redux,Firebase|Detox,0.94,Advanced,8,Manufacturing
3180,Blockchain Developer,AWS Cloud Native,DynamoDB|AWS Lambda,SNS,0.98,Intermediate,1,Healthcare
3181,Engineering Manager,Game Development Unity,Visual Studio|Unity|Blender|C#,Photon,0.8,Intermediate,9,Automotive
3182,Embedded Systems Engineer,GCP Data Platform,BigQuery|Cloud Functions|GCS|Pub/Sub,Vertex AI,0.87,Advanced,10,Logistics
3183,React Developer,PyTorch Deep Learning,PyTorch|Python,Weights & Biases,0.44,Intermediate,12,Finance
3184,API Developer,GCP Data Platform,BigQuery|Cloud Functions|Pub/Sub|GCS,Dataflow,0.22,Beginner,7,Gaming
3185,Security Engineer,IoT Platform,Raspberry Pi|Python|MQTT|AWS IoT,Node-RED|Grafana|InfluxDB,0.13,Beginner,5,Logistics
3186,SAP Consultant,Azure Enterprise,Azure DevOps|Azure Functions|AKS,Service Bus|Application Insights|Azure AD,0.34,Beginner,8,Biotech
3187,Product Engineer,Business Intelligence,SQL|Power BI,Looker|Alteryx,0.25,Intermediate,8,Consulting
3188,Python Developer,iOS Native,Core Data|UIKit|Xcode,ARKit|XCTest|SwiftUI,0.97,Beginner,3,Manufacturing
3189,Systems Programmer,Next.js Full Stack,React|Next.js|Prisma|TypeScript,tRPC|Tailwind CSS|NextAuth,0.54,Intermediate,9,Automotive
3190,Solutions Architect,GraphQL API,PostgreSQL|Node.js|Apollo Server|GraphQL,TypeScript|Jest|DataLoader,0.57,Intermediate,2,Telecom
3191,Node.js Developer,Unreal Engine Stack,Visual Studio|Unreal Engine|C++|Blueprints,Substance Painter,0.35,Beginner,6,Manufacturing
3192,AI Engineer,Cybersecurity Stack,Python|Nmap,Splunk|Burp Suite|OWASP ZAP,0.65,Advanced,9,Automotive
3193,Analytics Engineer,AWS Cloud Native,DynamoDB|S3|AWS Lambda,SNS|SQS,0.54,Advanced,9,Energy
3194,ETL Developer,Business Intelligence,Python|SQL|Excel,Looker|Alteryx|DAX,0.28,Beginner,6,SaaS
3195,SRE Engineer,QA Automation,TestNG|Selenium|Jenkins|Python,Docker|Cypress,0.96,Advanced,9,Energy
3196,React Developer,Game Development Unity,C#|Visual Studio|Unity,Addressables|DOTween|Plastic SCM,0.66,Beginner,4,Finance
3197,Platform Engineer,QA Automation,TestNG|Python|Selenium,Allure|Cypress|Docker,0.33,Beginner,5,Consulting
3198,Database Administrator,Svelte Modern,SvelteKit|Svelte,Supabase,0.63,Intermediate,3,Finance
3199,Staff Engineer,Frontend React Modern,TypeScript|React|Vite,Vitest|Storybook,0.22,Intermediate,1,Gaming
3200,IoT Developer,QA Automation,TestNG|Python,Playwright|Allure|Docker,0.68,Beginner,7,Energy
3201,Angular Developer,ASP.NET Core Stack,C#|.NET Core|SQL Server|Entity Framework,Azure|xUnit,0.87,Advanced,8,Manufacturing
3202,Node.js Developer,Computer Vision Stack,Python|TensorFlow|YOLO|OpenCV,MediaPipe|PyTorch|ONNX,0.47,Beginner,3,Gaming
3203,Engineering Manager,DevOps Automation,Jenkins|Kubernetes,Prometheus,0.18,Advanced,2,Logistics
3204,Vue.js Developer,WordPress CMS Stack,HTML/CSS|PHP,JavaScript,0.61,Advanced,7,Fintech
3205,Solutions Architect,Svelte Modern,Svelte|SvelteKit|TypeScript,Playwright|Supabase|Prisma,0.88,Beginner,0,Automotive
3206,Data Scientist,PyTorch Deep Learning,Python|NumPy,TensorBoard|Weights & Biases,0.78,Intermediate,4,Fintech
3207,ML Engineer,Unreal Engine Stack,Blueprints|C++|Unreal Engine|Visual Studio,Substance Painter,0.52,Advanced,12,Healthcare
3208,Release Engineer,AWS Cloud Native,S3|DynamoDB,SNS,0.11,Advanced,9,Media
3209,SAP Consultant,PyTorch Deep Learning,NumPy|PyTorch,Weights & Biases|Hugging Face,0.91,Intermediate,8,Logistics
3210,Data Analyst,Game Development Unity,Unity|Visual Studio|Blender,Plastic SCM,0.67,Beginner,2,Logistics
3211,Performance Engineer,Azure Enterprise,AKS|Azure DevOps|Azure Functions,Service Bus,0.16,Intermediate,1,Finance
3212,Mobile Developer,WordPress CMS Stack,WordPress|MySQL,Elementor,0.29,Intermediate,9,Manufacturing
3213,Systems Programmer,Game Development Unity,Unity|C#|Blender,DOTween|Plastic SCM,0.6,Intermediate,5,Automotive
3214,Python Developer,Salesforce Platform,Salesforce CLI|SOQL,Flow Builder|Heroku|MuleSoft,0.31,Advanced,1,E-commerce
3215,Analytics Engineer,QA Automation,TestNG|Jenkins|Python,Allure|Playwright|Docker,0.57,Beginner,3,Media
3216,Frontend Developer,GraphQL API,Node.js|Apollo Server|GraphQL,TypeScript|Prisma|Jest,0.99,Advanced,10,Energy
3217,Computer Vision Engineer,Unreal Engine Stack,Visual Studio|Unreal Engine|C++,Substance Painter,0.62,Advanced,5,Finance
3218,Release Engineer,Blockchain Development,Solidity|Web3.js|Hardhat,Ganache,0.18,Beginner,11,Automotive
3219,Node.js Developer,Cybersecurity Stack,Nmap|Metasploit,OWASP ZAP,0.12,Intermediate,4,Gaming
3220,BI Analyst,Flask Microservices,Python|Flask,Docker|RabbitMQ|Pytest,0.26,Advanced,10,Cybersecurity
3221,BI Analyst,Blockchain Development,Solidity|Web3.js,Chai|Ganache|IPFS,0.69,Intermediate,9,EdTech
3222,Computer Vision Engineer,Go Microservices,PostgreSQL|Docker|Go|gRPC,Redis|Testify|Kubernetes,0.11,Advanced,3,Healthcare
3223,Blockchain Developer,Frontend React Modern,TypeScript|React|Tailwind CSS|Vite,React Query,0.93,Beginner,0,E-commerce
3224,Java Developer,WordPress CMS Stack,MySQL|HTML/CSS|PHP|WordPress,ACF|JavaScript|Elementor,0.66,Beginner,6,Telecom
3225,React Developer,Unreal Engine Stack,Visual Studio|C++,Perforce|FMOD|Houdini,0.4,Intermediate,5,Cybersecurity
3226,SRE Engineer,ML Engineering Stack,Pandas|TensorFlow,MLflow|FastAPI,0.3,Beginner,6,Telecom
3227,Data Engineer,Cybersecurity Stack,Python|Wireshark|Metasploit|Nmap,Kali Linux|Splunk|Burp Suite,0.51,Intermediate,2,Energy
3228,Vue.js Developer,Cybersecurity Stack,Wireshark|Metasploit,OWASP ZAP,0.71,Advanced,12,Cybersecurity
3229,Engineering Manager,Unreal Engine Stack,Blueprints|Unreal Engine,Perforce|Substance Painter,0.27,Intermediate,4,Consulting
3230,Frontend Developer,MEAN Stack,Node.js|Express.js|Angular|MongoDB,NgRx|Jasmine|RxJS,0.19,Advanced,11,Aerospace
3231,Engineering Manager,Game Development Unity,Blender|Unity|Visual Studio|C#,Plastic SCM|Photon,0.96,Beginner,4,Finance
3232,Platform Engineer,WordPress CMS Stack,HTML/CSS|WordPress|MySQL,WooCommerce|JavaScript|ACF,0.26,Advanced,4,Government
3233,Mobile Developer,React Native Mobile,React Native|Expo|Redux|JavaScript,Firebase|Detox|TypeScript,0.91,Advanced,5,Retail
3234,Game Developer,Data Engineering Pipeline,Python|Airflow|Apache Spark,Kafka|Snowflake|Delta Lake,0.15,Advanced,12,Energy
3235,Solutions Architect,Game Development Unity,Unity|C#|Visual Studio,Photon|DOTween,0.54,Intermediate,8,Healthcare
3236,Systems Programmer,IoT Platform,MQTT|Python|Raspberry Pi|AWS IoT,Docker,0.96,Intermediate,2,Cybersecurity
3237,Embedded Systems Engineer,Computer Vision Stack,YOLO|Python,PyTorch|ONNX|MediaPipe,0.91,Advanced,6,Media
3238,Analytics Engineer,Game Development Unity,Blender|C#,Plastic SCM|Addressables|Photon,0.75,Intermediate,10,E-commerce
