phrase_id,weak_phrase,recommended_replacement,severity_score,category
2721,Was tasked with developing,Built,0.6,passive
2722,Basic understanding of,Foundational knowledge in,0.44,vague
2723,Go-getter,Goal-oriented professional,0.32,buzzword
2724,Saved money,Cut expenses by $150K per quarter,0.76,quantify
2725,Dealt with,Resolved,0.97,action_verb
2726,Familiar with,Working knowledge of,0.34,vague
2727,Basic understanding of,Foundational knowledge in,0.52,vague
2728,Synergy,Collaboration,0.93,buzzword
2729,Many projects,Several enterprise-scale programs,0.77,vague
2730,Networking,Built partnerships with 25+ enterprise clients,0.58,specificity
2731,Knowledge of programming,Full-stack development with React and Node.js,0.47,specificity
2732,Was asked to lead,Championed,0.95,passive
2733,Utilized,Employed,0.96,passive
2734,Communicated with stakeholders,Aligned 6 department heads on strategic priorities,0.48,specificity
2735,Networking,Built partnerships with 25+ enterprise clients,0.47,specificity
2736,Made,Developed,0.53,action_verb
2737,Was given the opportunity to,Trusted to,0.86,passive
2738,Improved efficiency,Reduced processing time by 40%,0.95,quantify
2739,Team player,Cross-functional contributor,0.37,buzzword
2740,Team player,Effective collaborator,0.61,buzzword
2741,Self-starter,Initiative-driven leader,0.34,buzzword
2742,Was responsible for managing,Oversaw,0.79,passive
2743,Made,Developed,0.68,action_verb
2744,Good at,Expert in,0.97,vague
2745,Networking,Expanded professional network by 500+ industry contacts,0.55,specificity
2746,My duties were,Achieved,0.87,format
2747,Helped with,Assisted in delivering,0.32,action_verb
2748,Improved efficiency,Improved efficiency by 30%,0.78,quantify
2749,Saved money,Reduced costs by 30% via automation,0.48,quantify
2750,Objective: To obtain a position,[Write a targeted summary statement],0.75,filler
2751,I am,[Use action verb instead],0.93,format
2752,Job description,Achievement summary,0.67,format
2753,Detail-oriented,Accuracy-focused contributor,0.57,buzzword
2754,Assisted the team,Contributed to the QA team's testing of,0.95,action_verb
2755,Assisted the team,Facilitated the design team's workflow for,0.51,action_verb
2756,Communicated with stakeholders,Presented roadmap updates to 15+ stakeholders,0.51,specificity
2757,Problem-solving skills,Resolved critical data pipeline failure within 2 hours,0.94,specificity
2758,Actively participated,Led [specific component],0.92,redundant
2759,Managed a team,Directed a 20-person department,0.85,quantify
2760,Go-getter,Ambitious achiever,0.88,buzzword
2761,Managed multiple projects,Oversaw portfolio of 10 initiatives spanning 4 teams,0.63,quantify
2762,Many projects,Several enterprise-scale programs,0.8,vague
2763,Networking,Built partnerships with 25+ enterprise clients,0.88,specificity
2764,I am,[Use action verb instead],0.65,format
2765,Passionate about,Proven track record in,0.72,buzzword
2766,Proficient in Microsoft Office,SharePoint administration and workflow design,0.82,specificity
2767,A lot of experience,8+ years of proven experience,0.83,vague
2768,Duties included,Core deliverables included,0.74,format
2769,Saved money,Reduced costs by 30% via automation,0.3,quantify
2770,Took care of,Oversaw,0.52,action_verb
2771,Assisted with,Supported,0.41,action_verb
2772,Utilized,Leveraged,0.89,passive
2773,Job description,Professional contribution,0.85,format
2774,Leverage,Harnessed,0.63,buzzword
2775,Improved efficiency,Reduced processing time by 40%,0.48,quantify
2776,Job description,Career highlight,0.88,format
2777,Large-scale project,Organization-wide migration serving 500+ employees,0.44,quantify
2778,Many projects,Several enterprise-scale programs,0.43,vague
2779,Networking,Cultivated C-level relationships across 10 accounts,0.96,specificity
2780,Networking,Grew referral pipeline generating 40% of new business,0.46,specificity
2781,Managed multiple projects,Managed 8 concurrent projects totaling $2M budget,0.95,quantify
2782,Duties included,Delivered outcomes including,0.74,format
2783,Assisted the team,Supported the engineering team in delivering,0.98,action_verb
2784,Took care of,Oversaw,0.79,action_verb
2785,Tasked with,Entrusted with,0.58,action_verb
2786,Etc.,[Provide concrete instances],0.48,vague
2787,Assisted with,Facilitated,0.42,action_verb
2788,Was asked to lead,Led,0.31,passive
2789,Utilized,Implemented,0.84,passive
2790,Communicated with stakeholders,Reported KPIs to senior leadership monthly,0.88,specificity
2791,Familiar with,Working knowledge of,0.46,vague
2792,Team player,Cross-functional contributor,0.96,buzzword
2793,Proficient in Microsoft Office,Data analysis using Excel and Power BI,0.5,specificity
2794,Familiar with,Applied understanding of,0.39,vague
2795,Good communication skills,Led client workshops with 50+ attendees,0.72,specificity
2796,Proficient in Microsoft Office,Data analysis using Excel and Power BI,0.81,specificity
2797,Took care of,Administered,0.43,action_verb
2798,Saved money,Reduced costs by 30% via automation,0.32,quantify
2799,Self-starter,Autonomous contributor,0.73,buzzword
2800,Assisted the team,Enabled the product team to ship,0.56,action_verb
2801,Job description,Professional contribution,0.36,format
2802,Good at,Expert in,0.91,vague
2803,I am,[Start with achievement verb],0.78,format
2804,My duties were,Produced,0.8,format
2805,Improved efficiency,Boosted throughput by 50%,0.48,quantify
2806,Did,Achieved,0.34,action_verb
2807,Results-oriented,Achieved quantifiable results,0.63,buzzword
2808,Passionate about,Committed to excellence in,0.96,buzzword
2809,Large-scale project,Multi-year program with 50+ stakeholders,0.8,quantify
2810,Large-scale project,Enterprise project impacting 10K+ users,0.3,quantify
2811,Some experience with,Practical exposure to,0.57,vague
2812,Various tasks,Targeted projects including,0.39,vague
2813,Basic understanding of,Beginning competency in,0.33,vague
2814,Dealt with,Navigated,0.42,action_verb
2815,Familiar with,Practical proficiency in,0.91,vague
2816,Handled,Managed,0.52,action_verb
2817,Utilized,Implemented,0.4,passive
2818,Made,Developed,0.33,action_verb
2819,Handled,Administered,0.91,action_verb
2820,Knowledge of programming,Backend engineering with Java and Spring Boot,0.82,specificity
2821,Communicated with stakeholders,Reported KPIs to senior leadership monthly,0.5,specificity
2822,Networking,Established vendor relationships saving $200K/year,0.73,specificity
2823,Increased sales,Expanded pipeline by 200+ leads,0.66,quantify
2824,Etc.,[Be explicit],0.52,vague
2825,Familiar with,Hands-on experience with,0.69,vague
2826,Communicated with stakeholders,Reported KPIs to senior leadership monthly,0.34,specificity
2827,Involved in,Contributed to,0.46,action_verb
2828,Worked on,Designed,0.48,action_verb
2829,My duties were,Produced,0.61,format
2830,Basic understanding of,Practical awareness of,0.33,vague
2831,Passionate about,Committed to excellence in,0.64,buzzword
2832,Familiar with,Working knowledge of,0.89,vague
2833,Problem-solving skills,Resolved critical data pipeline failure within 2 hours,0.39,specificity
2834,Assisted with,Enabled,0.91,action_verb
2835,Dealt with,Addressed,0.82,action_verb
2836,Proficient in Microsoft Office,Data analysis using Excel and Power BI,0.69,specificity
2837,Responsibilities included,Drove business results including,0.45,format
2838,Responsible for,Led,0.84,action_verb
2839,Dealt with,Managed,0.94,action_verb
2840,Detail-oriented,Accuracy-focused contributor,0.77,buzzword
2841,Networking,Established vendor relationships saving $200K/year,0.32,specificity
2842,Job description,Achievement summary,0.58,format
2843,Was given the opportunity to,Earned the role of,0.89,passive
2844,Involved in,Contributed to,0.36,action_verb
2845,Knowledge of programming,"Data engineering with Python, Spark, and Airflow",0.62,specificity
2846,Go-getter,Target-focused executor,0.76,buzzword
2847,Results-oriented,Delivered measurable outcomes,0.76,buzzword
2848,Managed multiple projects,Oversaw portfolio of 10 initiatives spanning 4 teams,0.53,quantify
2849,Very experienced,Seasoned professional in,0.39,quantify
2850,Problem-solving skills,Debugged production outage reducing MTTR by 60%,0.86,specificity
2851,Think outside the box,Unconventional thinker,0.86,buzzword
2852,Improved efficiency,Improved efficiency by 30%,0.68,quantify
2853,Successfully managed,Supervised [add budget],0.36,redundant
2854,Self-starter,Autonomous contributor,0.47,buzzword
2855,Managed a team,Directed a 20-person department,0.36,quantify
2856,Good communication skills,Led client workshops with 50+ attendees,0.41,specificity
2857,Managed a team,Directed a 20-person department,0.5,quantify
2858,Increased sales,Grew revenue 35% year-over-year,0.38,quantify
2859,Familiar with,Applied understanding of,0.82,vague
2860,Assisted the team,Facilitated the design team's workflow for,0.93,action_verb
2861,Successfully managed,Directed [add scope],0.55,redundant
2862,Did,Accomplished,0.66,action_verb
2863,Familiar with,Applied understanding of,0.92,vague
2864,Good at,Skilled at,0.69,vague
2865,Etc.,[List specific items],0.83,vague
2866,Large-scale project,Organization-wide migration serving 500+ employees,0.73,quantify
2867,Etc.,[Replace with details],0.37,vague
2868,Some experience with,Growing proficiency in,0.98,vague
2869,Job description,Impact statement,0.75,format
2870,My duties were,Contributed,0.95,format
2871,Utilized,Employed,0.36,passive
2872,A lot of experience,Comprehensive background in,0.36,vague
2873,Large-scale project,Platform redesign handling 1M+ transactions,0.51,quantify
2874,Handled,Oversaw,0.89,action_verb
2875,Utilized,Implemented,0.51,passive
2876,Participated in,Coordinated,0.35,action_verb
2877,Worked on,Implemented,0.38,action_verb
2878,Etc.,[Replace with details],0.37,vague
2879,Responsibilities included,Drove business results including,0.87,format
2880,Passionate about,Deep experience with,0.71,buzzword
2881,Managed a team,Oversaw a team of 10 specialists,0.31,quantify
2882,Improved efficiency,Cut operational costs by 25%,0.43,quantify
2883,Dealt with,Managed,0.33,action_verb
2884,Many projects,Several enterprise-scale programs,0.52,vague
2885,Very experienced,Expert-level command of,0.83,quantify
2886,Different things,A range of initiatives including,0.87,vague
2887,Results-oriented,Achieved quantifiable results,0.45,buzzword
2888,Assisted with,Bolstered,0.48,action_verb
2889,Job description,Achievement summary,0.6,format
2890,Helped with,Contributed to,0.58,action_verb
2891,Responsible for,Directed,0.76,action_verb
2892,A lot of experience,Comprehensive background in,0.91,vague
2893,Improved efficiency,Boosted throughput by 50%,0.81,quantify
2894,Synergy,Coordinated effort,0.87,buzzword
2895,Effectively communicated,Briefed [stakeholders],0.78,redundant
2896,I am,[Start with achievement verb],0.86,format
2897,Assisted with,Enabled,0.39,action_verb
2898,Took care of,Maintained,0.87,action_verb
2899,I am,[Rewrite in third person implied],0.9,format
2900,Team player,Team-oriented professional,0.75,buzzword
2901,Duties included,Core deliverables included,0.61,format
2902,Actively participated,Executed [specific task],0.43,redundant
2903,Synergy,Integrated teamwork,0.4,buzzword
2904,Etc.,[List specific items],0.38,vague
2905,Basic understanding of,Introductory experience with,0.82,vague
2906,Different things,Cross-disciplinary tasks including,0.63,vague
2907,Problem-solving skills,Designed failover system eliminating 99% of downtime,0.71,specificity
2908,Took care of,Oversaw,0.7,action_verb
2909,Knowledge of programming,"Data engineering with Python, Spark, and Airflow",0.34,specificity
2910,Responsible for,Managed,0.74,action_verb
2911,My duties were,Produced,0.99,format
2912,Good communication skills,Facilitated cross-team standups across 4 time zones,0.82,specificity
2913,Successfully managed,Coordinated [add outcomes],1.0,redundant
2914,Worked on,Designed,0.58,action_verb
2915,Some experience with,Practical exposure to,0.81,vague
2916,Communicated with stakeholders,Reported KPIs to senior leadership monthly,0.46,specificity
2917,Participated in,Coordinated,0.31,action_verb
2918,Was asked to lead,Headed,0.69,passive
2919,Go-getter,Motivated performer,0.92,buzzword
2920,Made,Constructed,0.74,action_verb
2921,Duties included,Led initiatives such as,0.61,format
2922,Etc.,[List specific items],0.41,vague
2923,Very experienced,Advanced proficiency in,0.63,quantify
2924,Different things,Multiple workstreams such as,0.66,vague
2925,Was given the opportunity to,Chosen to,0.95,passive
2926,Good communication skills,Facilitated cross-team standups across 4 time zones,0.39,specificity
2927,Think outside the box,Solution architect,0.97,buzzword
2928,Knowledge of programming,Backend engineering with Java and Spring Boot,0.86,specificity
2929,Large-scale project,$5M digital transformation initiative,0.74,quantify
2930,Think outside the box,Innovative problem-solver,0.77,buzzword
2931,Handled,Coordinated,0.44,action_verb
2932,Successfully managed,Supervised [add budget],0.37,redundant
2933,Many projects,Numerous client-facing engagements,0.51,vague
2934,Team player,Cooperative strategist,0.33,buzzword
2935,Helped with,Supported,0.92,action_verb
2936,Passionate about,Specialized in,0.42,buzzword
2937,Problem-solving skills,Architected caching solution reducing latency by 70%,0.32,specificity
2938,Was in charge of,Headed,0.6,action_verb
2939,Effectively communicated,Presented to [audience],0.38,redundant
2940,Hard worker,Committed performer,0.48,buzzword
2941,Results-oriented,Produced tangible impact,0.84,buzzword
2942,Managed a team,Oversaw a team of 10 specialists,0.49,quantify
2943,Involved in,Instrumental in,0.72,action_verb
2944,Did,Executed,0.95,action_verb
2945,Different things,Cross-disciplinary tasks including,0.97,vague
2946,Increased sales,Increased sales by $500K annually,0.98,quantify
2947,Saved money,Negotiated $500K in vendor savings,0.73,quantify
2948,Good communication skills,Presented quarterly results to board of directors,0.88,specificity
2949,Worked on,Implemented,0.37,action_verb
2950,Actively participated,Contributed [specific deliverable],0.91,redundant
2951,Assisted the team,Facilitated the design team's workflow for,0.41,action_verb
2952,Think outside the box,Solution architect,0.83,buzzword
2953,Familiar with,Working knowledge of,0.41,vague
2954,References available upon request,[Not needed on resume],0.87,filler
2955,Made,Produced,0.61,action_verb
2956,Many projects,12+ cross-functional projects,0.47,vague
2957,Large-scale project,Platform redesign handling 1M+ transactions,0.54,quantify
2958,Some experience with,Emerging skills in,0.36,vague
2959,References available upon request,[Delete this line],0.55,filler
2960,Responsibilities included,Impact areas included,0.41,format
2961,Increased sales,Generated $1.2M in new business,0.6,quantify
2962,Hard worker,High-performing contributor,0.86,buzzword
2963,Many projects,Numerous client-facing engagements,0.93,vague
2964,Managed multiple projects,Directed 6 simultaneous launches across 2 markets,0.86,quantify
2965,References available upon request,[Remove entirely],0.61,filler
2966,Managed a team,Managed a team of 12 engineers,0.8,quantify
2967,Utilized,Applied,0.36,passive
2968,Leverage,Harnessed,0.99,buzzword
2969,Tasked with,Designated to,0.34,action_verb
2970,Increased sales,Increased sales by $500K annually,0.76,quantify
2971,Duties included,Core deliverables included,0.93,format
2972,Participated in,Coordinated,0.98,action_verb
2973,Many projects,Numerous client-facing engagements,0.92,vague
2974,I am,[Omit pronoun],0.91,format
2975,Very experienced,10+ years of deep experience in,0.94,quantify
2976,Responsible for,Oversaw,0.93,action_verb
2977,Effectively communicated,Presented to [audience],0.79,redundant
2978,Different things,Multiple workstreams such as,0.92,vague
2979,Effectively communicated,Articulated [topic] to [audience],0.76,redundant
2980,I am,[Use action verb instead],0.92,format
2981,Saved money,Delivered $1M in cost savings,0.84,quantify
2982,Networking,Established vendor relationships saving $200K/year,0.36,specificity
2983,Was responsible for managing,Oversaw,0.57,passive
2984,Very experienced,Advanced proficiency in,0.66,quantify
2985,Was responsible for managing,Oversaw,0.45,passive
2986,Some experience with,Practical exposure to,0.52,vague
2987,Results-oriented,Achieved quantifiable results,0.32,buzzword
2988,Networking,Grew referral pipeline generating 40% of new business,0.71,specificity
2989,Detail-oriented,Meticulous in execution,0.81,buzzword
2990,Some experience with,Foundational experience in,0.81,vague
2991,Knowledge of programming,Backend engineering with Java and Spring Boot,0.48,specificity
2992,Some experience with,Growing proficiency in,0.39,vague
2993,Increased sales,Increased sales by $500K annually,0.61,quantify
2994,Was asked to lead,Led,0.62,passive
2995,Detail-oriented,Thorough and methodical,0.7,buzzword
2996,Basic understanding of,Beginning competency in,0.89,vague
2997,Hard worker,Dedicated achiever,0.51,buzzword
2998,Responsibilities included,Drove business results including,0.77,format
2999,My duties were,Produced,0.66,format
3000,Detail-oriented,Precision-focused analyst,0.53,buzzword
3001,Was given the opportunity to,Selected to,0.88,passive
3002,References available upon request,[Delete this line],0.37,filler
3003,My duties were,Produced,0.88,format
3004,Assisted with,Supported,0.34,action_verb
3005,Networking,Expanded professional network by 500+ industry contacts,0.63,specificity
3006,Different things,Diverse deliverables including,0.56,vague
3007,Utilized,Implemented,0.71,passive
3008,Utilized,Implemented,0.91,passive
3009,Was given the opportunity to,Trusted to,0.75,passive
3010,Different things,Cross-disciplinary tasks including,0.81,vague
3011,Many projects,Multiple high-impact initiatives,0.4,vague
3012,Handled,Administered,0.8,action_verb
3013,Handled,Orchestrated,0.9,action_verb
3014,Made,Produced,0.62,action_verb
3015,Worked on,Engineered,0.96,action_verb
3016,References available upon request,[Remove entirely],0.72,filler
3017,Many projects,12+ cross-functional projects,0.38,vague
3018,Was asked to lead,Headed,0.33,passive
3019,Involved in,Contributed to,0.56,action_verb
3020,References available upon request,[Not needed on resume],0.51,filler
3021,Helped with,Collaborated on,0.4,action_verb
3022,Was given the opportunity to,Trusted to,0.33,passive
3023,Basic understanding of,Entry-level proficiency in,0.92,vague
3024,Team player,Cross-functional contributor,0.87,buzzword
3025,Familiar with,Working knowledge of,0.39,vague
3026,Passionate about,Demonstrated expertise in,0.91,buzzword
3027,Many projects,Numerous client-facing engagements,0.7,vague
3028,Was asked to lead,Directed,0.93,passive
3029,Saved money,Delivered $1M in cost savings,0.63,quantify
3030,Very experienced,Seasoned professional in,0.39,quantify
3031,Handled,Orchestrated,0.75,action_verb
3032,Increased sales,Boosted conversion rate by 18%,0.77,quantify
3033,Involved in,Actively participated in,0.36,action_verb
3034,Effectively communicated,Articulated [topic] to [audience],0.59,redundant
3035,Hard worker,Committed performer,0.54,buzzword
3036,Worked on,Designed,0.82,action_verb
3037,Duties included,Key achievements included,0.91,format
3038,My duties were,Delivered,0.7,format
3039,Saved money,Cut expenses by $150K per quarter,0.69,quantify
3040,Made,Crafted,0.36,action_verb
3041,Effectively communicated,Articulated [topic] to [audience],0.7,redundant
3042,Participated in,Coordinated,0.67,action_verb
3043,Increased sales,Boosted conversion rate by 18%,0.65,quantify
3044,Helped with,Contributed to,0.76,action_verb
3045,Was responsible for managing,Directed,0.97,passive
3046,Go-getter,Goal-oriented professional,0.47,buzzword
3047,My duties were,Generated,0.61,format
3048,Large-scale project,Multi-year program with 50+ stakeholders,0.72,quantify
3049,Various tasks,Strategic initiatives such as,0.33,vague
3050,Problem-solving skills,Debugged production outage reducing MTTR by 60%,0.54,specificity
3051,Dealt with,Managed,0.32,action_verb
3052,Utilized,Deployed,0.57,passive
3053,Assisted with,Supported,0.99,action_verb
3054,Was responsible for managing,Directed,0.5,passive
3055,Dealt with,Navigated,0.84,action_verb
3056,Involved in,Actively participated in,0.97,action_verb
3057,Job description,Impact statement,0.34,format
3058,Leverage,Applied,0.32,buzzword
3059,Participated in,Championed,0.57,action_verb
3060,Leverage,Applied,0.59,buzzword
3061,Leverage,Capitalized on,0.56,buzzword
3062,Proficient in Microsoft Office,"Advanced Excel modeling (VLOOKUP, pivot tables, macros)",0.34,specificity
3063,Detail-oriented,Thorough and methodical,0.71,buzzword
3064,Familiar with,Competent in,0.83,vague
3065,Objective: To obtain a position,[Replace with Professional Summary],0.49,filler
3066,Leverage,Harnessed,0.69,buzzword
3067,Was in charge of,Supervised,0.32,action_verb
3068,Actively participated,Drove [specific initiative],0.94,redundant
3069,Helped with,Supported,0.69,action_verb
3070,Was given the opportunity to,Earned the role of,0.47,passive
3071,Was tasked with developing,Engineered,0.51,passive
3072,Many projects,Numerous client-facing engagements,0.36,vague
3073,Actively participated,Executed [specific task],0.44,redundant
3074,Involved in,Actively participated in,0.68,action_verb
3075,Tasked with,Assigned to lead,0.68,action_verb
3076,Etc.,[Provide concrete instances],0.62,vague
3077,Responsible for,Spearheaded,0.97,action_verb
3078,Effectively communicated,Briefed [stakeholders],0.76,redundant
3079,Tasked with,Entrusted with,0.34,action_verb
3080,Assisted the team,Contributed to the QA team's testing of,0.49,action_verb
3081,Self-starter,Independent problem-solver,1.0,buzzword
3082,Knowledge of programming,Full-stack development with React and Node.js,0.71,specificity
3083,Some experience with,Growing proficiency in,0.33,vague
3084,Improved efficiency,Boosted throughput by 50%,0.69,quantify
3085,Synergy,Collaboration,0.58,buzzword
3086,Made,Produced,0.81,action_verb
3087,Go-getter,Motivated performer,0.45,buzzword
3088,Some experience with,Growing proficiency in,0.92,vague
3089,Managed multiple projects,Coordinated 12 projects with 95% on-time delivery,0.74,quantify
3090,Increased sales,Boosted conversion rate by 18%,0.49,quantify
3091,Responsibilities included,Delivered value through,0.54,format
3092,A lot of experience,Significant professional experience in,0.53,vague
3093,Assisted the team,Enabled the product team to ship,0.75,action_verb
3094,Responsible for,Led,0.63,action_verb
3095,Basic understanding of,Foundational knowledge in,0.77,vague
3096,Many projects,A portfolio of strategic projects,0.93,vague
3097,My duties were,Produced,0.83,format
3098,Was responsible for managing,Managed,0.85,passive
3099,Duties included,Key achievements included,0.68,format
3100,Basic understanding of,Practical awareness of,0.77,vague
3101,Passionate about,Proven track record in,0.88,buzzword
3102,Passionate about,Proven track record in,0.42,buzzword
3103,Managed a team,Managed a team of 12 engineers,0.39,quantify
3104,References available upon request,[Omit — implied],0.61,filler
3105,Hard worker,Results-driven professional,0.83,buzzword
3106,Job description,Value delivered,0.43,format
3107,Proficient in Microsoft Office,SharePoint administration and workflow design,0.74,specificity
3108,Large-scale project,$5M digital transformation initiative,0.46,quantify
3109,Familiar with,Practical proficiency in,0.33,vague
3110,Familiar with,Competent in,0.45,vague
3111,Took care of,Administered,0.38,action_verb
3112,Go-getter,Target-focused executor,0.65,buzzword
3113,Tasked with,Appointed to,0.44,action_verb
3114,Improved efficiency,Boosted throughput by 50%,0.77,quantify
3115,Successfully managed,Coordinated [add outcomes],0.42,redundant
3116,Was given the opportunity to,Selected to,0.82,passive
3117,Handled,Oversaw,0.95,action_verb
3118,Good communication skills,Led client workshops with 50+ attendees,0.92,specificity
3119,Very experienced,10+ years of deep experience in,0.43,quantify
3120,Job description,Achievement summary,0.99,format
3121,I am,[Omit pronoun],0.73,format
3122,Job description,Career highlight,0.92,format
3123,Responsible for,Spearheaded,0.75,action_verb
3124,Managed multiple projects,Managed 8 concurrent projects totaling $2M budget,0.9,quantify
3125,Leverage,Harnessed,0.89,buzzword
3126,Many projects,Several enterprise-scale programs,0.39,vague
3127,Utilized,Implemented,0.65,passive
3128,Utilized,Applied,0.92,passive
3129,Hard worker,Results-driven professional,0.49,buzzword
3130,Many projects,A portfolio of strategic projects,0.61,vague
3131,Responsible for,Spearheaded,0.44,action_verb
3132,Assisted with,Bolstered,0.87,action_verb
3133,Improved efficiency,Reduced processing time by 40%,0.98,quantify
3134,Etc.,[List specific items],0.94,vague
3135,Took care of,Managed,0.53,action_verb
3136,Was in charge of,Managed,0.32,action_verb
3137,Etc.,[List specific items],0.71,vague
3138,Actively participated,Led [specific component],0.89,redundant
3139,Detail-oriented,Precision-focused analyst,0.63,buzzword
3140,Results-oriented,Delivered measurable outcomes,0.88,buzzword
3141,Utilized,Leveraged,0.96,passive
3142,Managed a team,Oversaw a team of 10 specialists,0.73,quantify
3143,Increased sales,Increased sales by $500K annually,0.74,quantify
3144,Was given the opportunity to,Earned the role of,0.36,passive
3145,Participated in,Led,0.56,action_verb
3146,Networking,Built partnerships with 25+ enterprise clients,0.85,specificity
3147,Participated in,Co-led,0.34,action_verb
3148,Effectively communicated,Reported to [leadership],0.35,redundant
3149,Job description,Achievement summary,0.69,format
3150,Think outside the box,Solution architect,0.58,buzzword
3151,Effectively communicated,Reported to [leadership],0.46,redundant
3152,Successfully managed,Coordinated [add outcomes],0.31,redundant
3153,Objective: To obtain a position,[Craft a value proposition],0.86,filler
3154,Networking,Grew referral pipeline generating 40% of new business,0.73,specificity
3155,Results-oriented,Delivered measurable outcomes,0.62,buzzword
3156,Results-oriented,Generated concrete deliverables,0.43,buzzword
3157,Did,Executed,0.72,action_verb
3158,Was in charge of,Administered,0.85,action_verb
3159,Took care of,Ensured,0.39,action_verb
3160,Some experience with,Growing proficiency in,0.55,vague
3161,Good at,Proven capability in,0.61,vague
3162,Detail-oriented,Quality-driven professional,0.86,buzzword
3163,Participated in,Drove,0.52,action_verb
3164,Etc.,[Provide concrete instances],0.97,vague
3165,Increased sales,Expanded pipeline by 200+ leads,0.52,quantify
3166,Networking,Grew referral pipeline generating 40% of new business,0.84,specificity
3167,Involved in,Engaged in,0.52,action_verb
3168,Results-oriented,Produced tangible impact,0.56,buzzword
3169,Responsible for,Led,0.71,action_verb
3170,Job description,Impact statement,0.34,format
3171,Some experience with,Practical exposure to,0.9,vague
3172,Etc.,[Name actual examples],0.44,vague
3173,Took care of,Managed,0.85,action_verb
3174,Results-oriented,Achieved quantifiable results,0.77,buzzword
3175,I am,[Start with achievement verb],0.72,format
3176,Results-oriented,Generated concrete deliverables,0.7,buzzword
3177,Results-oriented,Generated concrete deliverables,0.51,buzzword
3178,Results-oriented,Achieved quantifiable results,0.37,buzzword
3179,Networking,Built partnerships with 25+ enterprise clients,0.65,specificity
3180,Assisted the team,Supported the engineering team in delivering,0.75,action_verb
3181,I am,[Rewrite in third person implied],0.63,format
3182,Team player,Cross-functional contributor,0.64,buzzword
3183,Managed a team,Supervised 15 direct reports,0.87,quantify
3184,Objective: To obtain a position,[Use a career highlights section],0.58,filler
3185,Proficient in Microsoft Office,"Advanced Excel modeling (VLOOKUP, pivot tables, macros)",0.55,specificity
3186,Was in charge of,Headed,0.32,action_verb
3187,Made,Produced,0.5,action_verb
3188,Took care of,Ensured,0.94,action_verb
3189,References available upon request,[Remove entirely],0.98,filler
3190,Took care of,Managed,0.5,action_verb
3191,Hard worker,Dedicated achiever,0.8,buzzword
3192,Results-oriented,Generated concrete deliverables,0.47,buzzword
3193,Took care of,Maintained,0.42,action_verb
3194,Self-starter,Proactive initiator,0.31,buzzword
3195,Job description,Impact statement,0.57,format
3196,Saved money,Saved $200K annually through process optimization,0.54,quantify
3197,Team player,Effective collaborator,0.62,buzzword
3198,References available upon request,[Not needed on resume],0.76,filler
3199,Managed multiple projects,Directed 6 simultaneous launches across 2 markets,0.98,quantify
3200,Effectively communicated,Reported to [leadership],0.91,redundant
3201,Was in charge of,Managed,0.4,action_verb
3202,Communicated with stakeholders,Presented roadmap updates to 15+ stakeholders,0.86,specificity
3203,Took care of,Ensured,0.56,action_verb
3204,References available upon request,[Not needed on resume],0.72,filler
3205,Actively participated,Drove [specific initiative],0.94,redundant
3206,Increased sales,Generated $1.2M in new business,0.71,quantify
3207,Good communication skills,Delivered training sessions to 100+ new hires,0.51,specificity
3208,Involved in,Actively participated in,0.47,action_verb
3209,Actively participated,Led [specific component],0.91,redundant
3210,Good communication skills,Delivered training sessions to 100+ new hires,0.98,specificity
3211,Networking,Cultivated C-level relationships across 10 accounts,0.45,specificity
3212,Assisted with,Contributed to,0.85,action_verb
3213,Effectively communicated,Communicated [add channel/audience],0.42,redundant
3214,Objective: To obtain a position,[Summarize top achievements],0.56,filler
3215,Utilized,Implemented,0.43,passive
3216,My duties were,Achieved,0.67,format
3217,Good at,Demonstrated competency in,0.63,vague
3218,Was given the opportunity to,Trusted to,0.75,passive
3219,Saved money,Negotiated $500K in vendor savings,0.75,quantify
3220,Team player,Cross-functional contributor,0.93,buzzword
3221,Different things,Multiple workstreams such as,0.58,vague
3222,Synergy,Integrated teamwork,0.92,buzzword
3223,Was asked to lead,Spearheaded,0.95,passive
3224,References available upon request,[Not needed on resume],0.69,filler
3225,Handled,Managed,0.51,action_verb
3226,Utilized,Deployed,0.46,passive
3227,Worked on,Designed,0.66,action_verb
3228,Results-oriented,Drove outcome-focused initiatives,0.62,buzzword
3229,Etc.,[Replace with details],0.56,vague
3230,Familiar with,Practical proficiency in,0.49,vague
3231,Helped with,Collaborated on,0.61,action_verb
3232,Self-starter,Proactive initiator,0.55,buzzword
3233,Assisted with,Facilitated,0.89,action_verb
3234,Some experience with,Practical exposure to,0.75,vague
3235,Saved money,Cut expenses by $150K per quarter,0.95,quantify
3236,Did,Executed,0.35,action_verb
3237,Worked on,Implemented,0.44,action_verb
3238,Took care of,Oversaw,0.48,action_verb
3239,Improved efficiency,Streamlined workflows saving 20 hrs/week,0.43,quantify
3240,Successfully managed,Directed [add scope],1.0,redundant
3241,Increased sales,Generated $1.2M in new business,0.94,quantify
3242,Responsible for,Oversaw,0.5,action_verb
3243,Passionate about,Proven track record in,0.96,buzzword
3244,Proficient in Microsoft Office,SharePoint administration and workflow design,0.83,specificity
3245,Responsible for,Spearheaded,0.76,action_verb
3246,Increased sales,Grew revenue 35% year-over-year,0.91,quantify
3247,Hard worker,High-performing contributor,0.81,buzzword
3248,Team player,Team-oriented professional,0.46,buzzword
